tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,answer_too_late.rt,Audiogram_both,Audiogram_frequency,Audiogram_time,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0369005999528,None,4460.051483975999,-5.0,6.50035286016783e-05,0,"[0.5664677335080069, 0.5664677335080069, 0.5664677335080069, 0.5664677335080069]","[3439.6205900530294, 2051.8684233956506, 184.1901261855613, 156.23558064757205]",None,"[4.0, 9.296753518001285, 7.979952219004358, 7.136463664855924]",False,205.03444820013829,207.7450379000511,207.7450379000511,208.9639606999699,None,0,3.285792666953057,4.321519166929647,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,2,0,2,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.3883837000467,None,189.4645708137998,2.0,0.0003824766710234111,1,"[0.6275417549365737, 0.5952539763121014, 0.7505080340069252, 0.7488141373876993]","[271.50112822609407, 565.4070884889585, 354.4285927259361, 2901.2556850837386]",None,"[8.332992182463364, 6.216208046997928, 7.186672611562737, 7.0]",False,210.4060200001113,213.41423130012117,213.41423130012117,214.63260350003839,['space'],1,3.725671966560185,4.74509836640209,None,1,None,1,[0.4402131999377161],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,3,0,3,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.1932117000688,None,,,,,"[0.6530748573521981, 0.6380869695844265, 0.4292769689147324, 0.48044013450400735]","[692.837756410827, 777.6840872069672, 872.9208734639375, 979.8205516403383]",Tone,"[5.058528304845914, 4.615494661919124, 4.1456602449515545, 4.527703095438838]",True,216.20970809995197,218.96151189994998,218.96151189994998,220.18956360011362,['space'],0,3.2451986665837467,4.280067866668105,None,1,None,1,[0.6813519999850541],0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,4,0,4,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.52683640015312,None,208.1166868236824,2.2387509643365275,0.0003229073092262757,1,"[0.6723529070468314, 0.6571893467485136, 0.6226133127365526, 0.6456544863965423]","[288.77387818974455, 1047.1130279303677, 1812.7593965924066, 1461.3602550848354]",None,"[8.101610357160641, 5.0, 9.0, 7.534493828869186]",False,221.53107090014964,224.52447910001501,224.52447910001501,225.73899390012957,['space'],1,3.631547566736117,4.6651727666612715,None,1,None,1,[0.36677049985155463],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,5,0,5,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.24170180014335,None,143.7599471343327,0.9195125427319033,0.0006177585727036093,1,"[0.6618015362512157, 0.441998612361761, 0.7957642399493531, 0.6747756188747368]","[362.2523670526399, 287.51989426866544, 228.2046913119325, 181.12618352631992]",Major_3rd,"[7.186672611562737, 8.101610357160641, 8.497991955627874, 7.683030925175551]",False,227.24828399997205,230.1647104001604,230.1647104001604,231.3993331999518,['space'],1,3.5916138666216284,4.604670666623861,None,1,None,1,[0.30371949984692037],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,6,0,6,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.8860945000779,None,953.3644206280683,-1.7753056649857237,3.4828667338398957e-05,0,"[0.5914984603100801, 0.5914984603100801, 0.5914984603100801, 0.5914984603100801]","[189.17146052675608, 283.43693805033644, 424.6755701290766, 636.2944121010349]",Perfect_5th,"[7.979952219004358, 8.101610357160641, 6.6178635361651335, 5.911524192183128]",False,232.89368790015578,235.68669240013696,235.68669240013696,236.9256840001326,None,0,3.381499166600406,4.419568766606972,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.35191270010546,None,,,,,"[0.7407623388388446, 0.7407623388388446, 0.7407623388388446, 0.7407623388388446]","[1713.4587088049163, 1367.4719291641106, 3955.477864888236, 231.0008076953512]",None,"[8.805384390886722, 7.0, 2.0, 8.497991955627874]",True,238.33722280012444,241.5815336999949,241.5815336999949,242.80242169997655,None,1,4.006602966692299,5.0274084666743875,None,1,None,1,,0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.39466390013695,None,203.0630990890589,2.0,0.00032661690408859664,1,"[0.5808779088887462, 0.5808779088887462, 0.5808779088887462, 0.5808779088887462]","[1097.757241219692, 596.5514947031146, 1633.4361371671425, 3954.1645484688843]",None,"[5.027844375041463, 6.0, 8.456914536802293, 2.0]",False,244.4203405000735,247.20149160013534,247.20149160013534,248.42102350015193,['space'],1,3.3668589333537966,4.398639433318749,None,1,None,1,[0.23758189985528588],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,9,0,9,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.859567000065,None,2297.3967099940687,0.0,8.14042568960799e-05,0,"[0.6628945376697895, 0.6628945376697895, 0.6628945376697895, 0.6628945376697895]","[5789.076949761509, 4594.793419988137, 3646.8899542328654, 2894.5384748807546]",Major_3rd,"[0.23089339059954916, 0.8445011065612587, 3.0, 7.0]",False,249.88365560001694,252.9163903000299,252.9163903000299,254.12882650014944,None,0,3.670312600210309,4.6934484001249075,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.61156140011735,None,4692.752193136912,-5.155498893438741,7.269414789328556e-05,1,"[0.4294267247530401, 0.4294267247530401, 0.4294267247530401, 0.4294267247530401]","[3107.9084440179427, 484.91660702383825, 2471.069746688358, 2327.577735176674]",None,"[6.0, 6.496714046214889, 8.865510346829453, 9.237281137673754]",False,255.61042100004852,257.91515400004573,257.91515400004573,259.13739440008067,['space'],1,2.738464966416359,3.769944766536355,None,1,None,1,[0.4287116997875273],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.4175617999863,None,,,,,"[0.4805434168798885, 0.4805434168798885, 0.4805434168798885, 0.4805434168798885]","[211.84542949648386, 154.38822148735724, 2770.2049571578405, 2001.7071856093423]",None,"[8.417660824179716, 7.136463664855924, 7.3564450191786595, 9.296753518001285]",True,260.42534680012614,262.8878796000499,262.8878796000499,264.1042647000868,None,1,2.956669266568497,3.9832419664599,None,1,None,1,,0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.4471690999344,None,1777.4349272017282,2.805384390886723,8.945226480232207e-05,1,"[0.6934358715856963, 0.6934358715856963, 0.6934358715856963, 0.6934358715856963]","[352.68775915563043, 528.4345654706597, 791.7572491109435, 1186.2954895113403]",Perfect_5th,"[7.186672611562737, 6.40013392183546, 4.291706120163045, 6.0]",False,265.44597909995355,268.5478962000925,268.5478962000925,269.77294029993936,['space'],1,3.7894460665993392,4.825754766585305,None,1,None,1,[0.2764091999270022],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,13,0,13,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.3132013999857,None,2462.2888266898335,0.0,8.505946547995337e-05,1,"[0.5339456144995478, 0.48455604533586155, 0.6704921513718689, 0.5180853877010145]","[3908.639873736986, 3482.202253184498, 3102.289523667471, 2763.8257599355534]",Tone,"[2.0, 3.8732573415116693, 6.0, 7.3564450191786595]",False,271.3272862001322,274.05317330011167,274.05317330011167,275.284801900154,['space'],1,3.2483055335469544,4.279768933542073,None,1,None,1,[0.5055710999295115],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.641564700054,None,2297.3967099940687,0.0,8.14042568960799e-05,0,"[0.55575782106895, 0.55575782106895, 0.55575782106895, 0.55575782106895]","[543.0987606423114, 4231.030700154115, 574.2663125014838, 665.8782599009473]",None,"[6.40013392183546, 1.2789042272521218, 6.216208046997928, 5.511143131943443]",False,276.73940349998884,279.45034949993715,279.45034949993715,280.68030080012977,None,0,3.2389756334014237,4.2819117333274335,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.06620310014114,None,,,,,"[0.5895863507224354, 0.7702431697112576, 0.7545027634484998, 0.6352416785771201]","[717.6359407105988, 569.5880236070965, 452.0823139311963, 358.8179703552994]",Major_3rd,"[5.0, 6.216208046997928, 6.552496604039485, 7.186672611562737]",True,282.06803590012714,285.20491209998727,285.20491209998727,286.43935630004853,['space'],0,3.7710374663583934,4.78999236645177,None,1,None,1,[0.3938702999148518],0,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,16,0,16,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.8904618001543,None,2462.2888266898335,0.0,8.505946547995337e-05,0,"[0.4159498161267825, 0.571530510505274, 0.5540535172653408, 0.5196523708895894]","[3903.303366305124, 603.2027075113951, 147.81129045991665, 195.20295722212708]",None,"[2.0, 6.0, 7.0, 8.0]",False,287.89408789994195,290.45938890008256,290.45938890008256,291.6937379001174,None,0,3.0889317663386464,4.104959566378966,None,1,None,1,,,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
,,,,0,0,0,0,17,0,17,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.0518199999351,None,2669.290933955726,2.0,9.489171644708244e-05,1,"[0.47625776926230484, 0.7608436223771974, 0.4431494769804382, 0.4781436738468818]","[529.6544045713122, 793.5849426681019, 1189.0339357023927, 1781.537960509428]",Perfect_5th,"[6.40013392183546, 4.291706120163045, 6.0, 8.805384390886722]",False,293.04020079993643,295.73375470004976,295.73375470004976,296.97248969995417,['space'],1,3.181185166584328,4.199670866597444,None,1,None,1,[0.6208611000329256],,,,,,,,erfnpg,001,fr,0,0,2022-05-10_14h57.34.806,Cluster,2022.1.1,None,
