tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,Audiogram_time,Audiogram_frequency,Audiogram_both,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.6572298000101,None,131.62339112222836,0.0,0.0006637530528401436,1,"[0.4278377749844137, 0.4278377749844137, 0.4278377749844137, 0.4278377749844137]","[263.3036122645643, 5015.868868603849, 128.90989087158815, 141.06493363325728]",None,"[5.4538397514273385, 3.5228952685843766, 6.0, 5.329310811326203]",False,179.66524530015886,181.97702450002544,181.97702450002544,183.18980050017126,['space'],1,[0.4768354999832809],2.7579460402484983,3.791591640096158,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,2,0,2,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.48639420000836,None,483.4641812777248,-1.600715169637848,6.012294018170275e-05,1,"[0.5830717329352845, 0.5830717329352845, 0.5830717329352845, 0.5830717329352845]","[767.4515499492047, 683.7216020845631, 609.1266988619964, 542.670195201209]",Tone,"[3.7686474663733214, 3.782709253408681, 3.929068038609894, 4.195232343931734]",False,184.47305719996803,187.25576329999603,187.25576329999603,188.48097570007667,['space'],1,[0.34814210003241897],3.391540439799428,4.403095539892092,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.90102450014092,None,287.17458874925893,-3.0,9.068759088766197e-05,0,"[0.6075791939209987, 0.6075791939209987, 0.6075791939209987, 0.6075791939209987]","[180.90865468004733, 203.06309908905897, 227.93062213955432, 255.84347299919386]",Tone,"[3.913862982404187, 3.818360559965809, 4.4884503318268765, 5.0]",False,190.45265990006737,193.31439750012942,193.31439750012942,194.5216950001195,None,0,,3.4799712400417775,4.512802539858967,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.98690830008127,None,1103.1522576320876,-0.8860299198322282,4.3676487808412404e-05,1,"[0.6360194760193661, 0.6097521934007173, 0.7332824417761146, 0.5645146558359884]","[2779.7695012594395, 2206.3045152641757, 1751.1450542462703, 1389.8847506297195]",Major_3rd,"[6.0968051215392105, 8.285997035684538, 7.805797075407877, 6.881509471780701]",False,195.97770060016774,198.97649929998443,198.97649929998443,200.18296570004895,['space'],1,[0.3297792999073863],3.5862564397975802,4.598821739898995,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.5929225999862,None,353.5533905932738,-2.0,7.038727582816145e-05,0,"[0.4847011326890629, 0.4847011326890629, 0.4847011326890629, 0.4847011326890629]","[5717.5250480875875, 144.75722821069297, 537.3804493787123, 250.1184906180196]",None,"[4.2774474070648925, 5.329310811326203, 4.195232343931734, 4.971546958525594]",False,201.6012158000376,204.0701501001604,204.0701501001604,205.27195439999923,None,0,,2.9717481401748955,3.9749848400242627,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.62407550006174,None,5775.485481019274,-1.7225525929351073,0.00010181590002840602,1,"[0.4967770467264214, 0.4967770467264214, 0.4967770467264214, 0.4967770467264214]","[5294.614420331072, 2137.07322996539, 638.4729364139206, 1233.9777468910322]",None,"[3.96922683325707, 8.285997035684538, 3.8418237079927344, 6.077457641183139]",False,206.61905910004862,209.1356932001654,209.1356932001654,210.3359893001616,['space'],1,[0.33141189999878407],3.038211340084672,4.052792239934206,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.70183619996533,None,217.63764082403114,-1.0,0.0002057780162255133,0,"[0.5727275877901665, 0.5727275877901665, 0.5727275877901665, 0.5727275877901665]","[2389.9612708515965, 1179.8365564811847, 639.0733136664982, 137.39874102019436]",None,"[8.0, 5.596429090407045, 3.8418237079927344, 5.8910254988826285]",False,212.31647279998288,215.05051710014232,215.05051710014232,216.2558814000804,None,0,,3.3180699604563415,4.345609160605818,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.70121830003336,None,,,,,"[0.6222948181311362, 0.649383063359567, 0.45845460697881374, 0.5021676908242286]","[321.9873364726972, 255.5615183185991, 202.83931151076723, 160.9936682363486]",Major_3rd,"[6.142550337123474, 5.0, 3.818360559965809, 4.26729073901503]",True,217.69210000010207,220.42872339999303,220.42872339999303,221.63804610003717,None,1,,3.272426940035075,4.277885340154171,None,1,None,1,0,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.99513639998622,None,1024.3551481216339,-1.3518758379179294,3.8574902950969597e-05,1,"[0.7560871934218304, 0.7560871934218304, 0.7560871934218304, 0.7560871934218304]","[223.77344841397363, 1686.865744865159, 820.9921838343662, 888.2898542504047]",None,"[4.08510527353482, 7.805797075407877, 3.828595765580237, 4.0]",False,222.9856394000817,226.28096560016274,226.28096560016274,227.46982280001976,['space'],1,[0.4501604000106454],4.0557929400820285,5.060371340019628,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,10,0,10,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.07692500017583,None,353.5533905932738,-1.0,7.897582242723967e-05,0,"[0.529379528106023, 0.6226682483864721, 0.5413114317635426, 0.4616141213864583]","[204.77634840092227, 395.9470502776966, 1105.2083091858442, 7794.223417989721]",None,"[3.818360559965809, 5.396443685819114, 5.113970080167772, 3.0]",False,229.10378290014341,231.8404260999523,231.8404260999523,233.05497790011577,None,0,,3.1815742400940508,4.182810640195385,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,11,0,11,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.3174135000445,None,681.8252811394732,-2.1581762920072656,3.6363275546578295e-05,1,"[0.5994451528470638, 0.690130383294082, 0.7401425474415526, 0.523657101257244]","[2063.9156484035043, 343.3964529907827, 750.9401070628992, 3145.5784955634517]",None,"[8.246242005825867, 6.014149552543074, 3.7686474663733214, 5.0]",False,234.32522980007343,237.37749950005673,237.37749950005673,238.61579640000127,['space'],1,[0.30337179987691343],3.5987305401358753,4.62077434011735,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.97608550009318,None,,,,,"[0.643145791135868, 0.643145791135868, 0.643145791135868, 0.643145791135868]","[177.6705037422426, 199.42839755467574, 223.8508076102773, 251.26403602593922]",Tone,"[3.913862982404187, 3.818360559965809, 4.08510527353482, 5.0]",True,239.97265360015444,242.93643790017813,242.93643790017813,244.15567740006372,None,1,,3.6089793399441987,4.622019540052861,None,1,None,1,0,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,13,0,13,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.62608369998634,None,2462.2888266898335,-1.0,7.580932840616338e-05,1,"[0.7975981824554278, 0.7975981824554278, 0.7975981824554278, 0.7975981824554278]","[539.4702016979853, 654.7476981419287, 2001.3431957773566, 4107.8571558490985]",None,"[4.195232343931734, 3.8418237079927344, 8.246242005825867, 2.5399654969860643]",False,245.714885200141,249.13624550006352,249.13624550006352,250.35404979996383,['space'],1,[0.2637069998309016],4.214728260179982,5.235090360045433,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,14,0,14,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.98836320010014,None,655.9290555488033,-2.1581762920072656,3.813457133086376e-05,1,"[0.7582370666313784, 0.7582370666313784, 0.7582370666313784, 0.7582370666313784]","[1582.2125026789558, 3217.582387764556, 2807.849358295139, 183.36778756834016]",None,"[7.524989386653478, 4.092900644768424, 6.0968051215392105, 3.7577902486280257]",False,251.9810582001228,255.28027730016038,255.28027730016038,256.5147943000775,['space'],1,[0.3273387998342514],4.079862339887768,5.097507139900699,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.1147133000195,None,1515.7165665103996,-4.0,3.131458903779733e-05,0,"[0.7644289424507584, 0.7644289424507584, 0.7644289424507584, 0.7644289424507584]","[308.8195609867029, 931.6923607243717, 194.5921991842416, 2258.8014853181594]",None,"[6.084267729419362, 4.275566113720469, 3.7577902486280257, 8.11565914851633]",False,258.9325904001016,262.2371110001113,262.2371110001113,263.45379599998705,None,0,,4.061327320290729,5.071732620475814,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,16,0,16,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.04988489998505,None,2619.253507477946,1.0,8.806122160062835e-05,1,"[0.7901937703956069, 0.7901937703956069, 0.7901937703956069, 0.7901937703956069]","[1099.4638412422457, 3132.415941143246, 2663.5912983301587, 168.3494189782569]",None,"[5.113970080167772, 5.0, 6.99557474867503, 4.26729073901503]",False,265.0591303999536,268.4681539000012,268.4681539000012,269.6771235000342,['space'],1,[0.2772594001144171],4.187045640079305,5.208179640118033,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
,,,,0,0,0,0,17,0,17,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.2976667000912,None,778.8598510104104,-2.2313525336266786,3.0419253426334295e-05,1,"[0.5715618530145188, 0.5715618530145188, 0.5715618530145188, 0.5715618530145188]","[490.6509606030003, 550.7370822434052, 618.1814734148602, 693.8852428761502]",Tone,"[4.399284830362152, 4.195232343931734, 3.929068038609894, 3.782709253408681]",False,271.2976262001321,274.03035490005277,274.03035490005277,275.25304149999283,['space'],1,[0.3065470000728965],3.3428701399825513,4.345062240026891,None,1,None,1,,,,,,vqnuwy,001,fr,0,0,2022-05-10_10h33.47.531,Cluster,2022.1.1,36.490690288268084,
