tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.rt,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_frequency,Audiogram_none,Audiogram_both,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,1,0,1,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.6120729999384,None,981.9733173422286,3.2255934820561585,6.312029457474137e-05,1,"[0.6815823928166977, 0.6815823928166977, 0.6815823928166977, 0.6815823928166977]","[637.897330505349, 338.18806026981935, 2986.083308099442, 4502.542656246382]",None,"[8.7114728918216, 6.529146053103162, 2.7619899096497633, -0.4302768951686673]",False,141.6119249999756,144.67576100002043,144.67576100002043,145.89138529996853,['space'],1,[0.4047361999982968],3.748308319831267,4.75503171980381,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,2,0,2,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.40108129999135,None,509.81466790986633,2.073907754869993,8.876813406996008e-05,1,"[0.47479188054777993, 0.5729151608229196, 0.7615994279949297, 0.6139209674894353]","[202.32008503723506, 254.9073339549332, 321.16311582240246, 404.64017007447006]",Major_3rd,"[11.820817285616162, 8.772224237705462, 6.529146053103162, 6.883827048893163]",False,147.41680969996378,150.2670466999989,150.2670466999989,151.48086579993833,['space'],1,[0.32659319997765124],3.443548619863577,4.450438119936734,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,3,0,3,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.89337910001632,None,,,,,"[0.6532128543462281, 0.6149779028804881, 0.5254712754806379, 0.7927806407239701]","[559.4774887712622, 200.20316975846075, 4597.554257897214, 132.51003763432544]",None,"[8.582078609430688, 12.0, -0.4302768951686673, 15.55857510933215]",True,152.907439099974,155.7152713999385,155.7152713999385,156.9435541999992,['space'],0,[0.1770447000162676],3.6098062199307606,4.63290371990297,None,1,None,1,0,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,4,0,4,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.5701337000355,None,189.4645708137998,6.0,0.000606184672180193,1,"[0.7826874515153417, 0.72035449958756, 0.5480664066953458, 0.6923934130804161]","[477.4208019552084, 378.9291416275996, 300.7562590205292, 238.7104009776042]",Major_3rd,"[7.683408614321836, 6.59878515438321, 7.0, 9.725788110567924]",False,158.58543890004512,161.6486664999975,161.6486664999975,162.88839850004297,['space'],1,[0.4016340000089258],3.7596237199613824,4.7682736199349165,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.39362170000095,None,353.5533905932738,2.0,0.0001115563142959358,1,"[0.6793287370977614, 0.6793287370977614, 0.6793287370977614, 0.6793287370977614]","[336.13186873484733, 5214.291277346509, 440.4456426231743, 607.1048519955513]",None,"[6.529146053103162, -0.541673177568244, 7.272468950205591, 8.683221070112829]",False,164.40248829999473,167.48669669998344,167.48669669998344,168.7050088000251,['space'],1,[0.5596980000846088],3.7332218198571354,4.762678219936788,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,6,0,6,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.20273170003202,None,140.61119318523586,9.506687383192702,0.001744018444640131,1,"[0.536128610092059, 0.746514933534439, 0.678303484693269, 0.6885409933767217]","[354.3180042898265, 281.2223863704718, 223.20635598074716, 177.15900214491322]",Major_3rd,"[6.469206311410494, 7.280458301908395, 10.758907848768903, 13.797039980076061]",False,170.20816229993943,173.19090159994084,173.19090159994084,174.4194766000146,['space'],1,[0.35459369991440326],3.6991623198846355,4.712500119814649,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,7,0,7,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.95556849997956,None,,,,,"[0.4506810521046743, 0.4506810521046743, 0.4506810521046743, 0.4506810521046743]","[7002.064955579592, 886.5671504603173, 1165.9901754706539, 149.69379157305212]",None,"[-0.41829779965109815, 8.890123896236423, 9.34146993684537, 15.17756756333614]",True,175.9686394999735,178.35820190003142,178.35820190003142,179.56162870000117,None,1,,2.835100819938816,3.863997419946827,None,1,None,1,0,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,8,0,8,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.86218589998316,None,329.87697769322364,-1.0,8.44539939287158e-05,1,"[0.6498620840465558, 0.6377618237376717, 0.6546697883473729, 0.4355690635946725]","[1662.4757922855758, 1109.5694720678453, 740.5487761432823, 494.2570101764482]",Perfect_5th,"[6.621660076540737, 9.341844895661215, 8.717639864225424, 8.0]",False,180.86376330000348,183.8400452999631,183.8400452999631,185.05739750002977,['space'],1,[0.4031416999641806],3.413202619878575,4.419829519814812,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.3273280999856,None,3809.11279376208,-5.110502420609238,4.474582469441929e-05,1,"[0.78650120134656, 0.78650120134656, 0.78650120134656, 0.78650120134656]","[924.2811586630235, 5722.219564571272, 6624.1277048782795, 667.9528305135067]",None,"[9.055491067398357, -0.4874407955257025, -0.4145697355470386, 8.7114728918216]",False,186.31591100001242,189.69540299999062,189.69540299999062,190.90872720000334,['space'],1,[0.6679914999986067],4.188606719835661,5.215559319825843,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,10,0,10,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.5706838000333,None,353.5533905932738,2.0,0.0001115563142959358,1,"[0.7626566939360064, 0.7626566939360064, 0.7626566939360064, 0.7626566939360064]","[1781.7974362806788, 1189.2071150027211, 793.7005259840998, 529.7315471796477]",Perfect_5th,"[5.797861461966059, 9.34146993684537, 8.773628846204765, 8.38159537766056]",False,192.59995810000692,195.91443390003406,195.91443390003406,197.11940500000492,['space'],1,[0.47083120001479983],4.073549619759433,5.097072319709696,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,11,0,11,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.73374719999265,None,456.088055179085,1.6834086143218363,8.944784574900354e-05,1,"[0.760997171123925, 0.760997171123925, 0.760997171123925, 0.760997171123925]","[287.3174706628718, 322.5029566353153, 361.9973292907049, 406.3282637181672]",Tone,"[7.280458301908395, 6.529146053103162, 6.469206311410494, 6.883827048893163]",False,198.73843010002747,202.05625629995484,202.05625629995484,203.25890709995292,['space'],1,[0.4398791999556124],4.0763289199676365,5.087244919966906,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,12,0,12,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.8595987999579,None,151.82918290479873,9.17756756333614,0.0013918814074431296,1,"[0.7911696706807817, 0.6371845734027859, 0.5578773527543258, 0.7596138916780241]","[382.5855670601895, 303.65836580959746, 241.01380466254966, 191.29278353009474]",Major_3rd,"[6.59878515438321, 6.797557276678826, 9.0, 12.854184084946422]",False,204.85797929996625,207.8605811999878,207.8605811999878,209.0932974999305,['space'],1,[0.5129114000592381],3.76946961984504,4.773403119877912,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.6685444000177,None,,,,,"[0.5215283972213959, 0.41656718395057357, 0.7670023319262267, 0.6820409256634166]","[6649.753317849567, 1850.3597442931934, 315.7846384336802, 336.9651817899936]",None,"[-0.4145697355470386, 5.074361877782851, 6.797557276678826, 6.529146053103162]",True,210.6787231999915,213.39980290003587,213.39980290003587,214.60981699998956,None,1,,3.426876419922337,4.434890019940212,None,1,None,1,0,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.14177720004227,None,189.4645708137998,6.0,0.000606184672180193,1,"[0.625096811889513, 0.625096811889513, 0.625096811889513, 0.625096811889513]","[954.8416039104168, 637.2803136596312, 425.333580475428, 283.8761072677194]",Perfect_5th,"[9.055491067398357, 8.683221070112829, 7.272468950205591, 7.280458301908395]",False,216.22742649994325,219.11588679999113,219.11588679999113,220.33419740002137,['space'],1,[0.41067460004705936],3.507396279950626,4.5299541800050065,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,15,0,15,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.81009699997958,None,6901.81894389804,-6.418297799651098,7.080784958050708e-05,1,"[0.544570753513325, 0.4925399740426364, 0.6700245780575909, 0.4012382920084803]","[3614.5733744484087, 1399.7727848693846, 6129.404864491419, 230.62118692172854]",None,"[1.0, 8.202742051541081, -0.43547093715637253, 10.0]",False,221.83074290002696,224.5667540000286,224.5667540000286,225.77672920003533,['space'],1,[0.4835848999209702],3.128557019867003,4.15561881987378,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
,,,,0,0,0,0,16,0,16,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.01989659992978,None,8000.0,0.0,0.0001815390273850507,1,"[0.5138390871775329, 0.759215565358047, 0.4355715922714608, 0.6827914554181733]","[1587.4010519681997, 2378.4142300054423, 3563.5948725613575, 5339.359416680138]",Perfect_5th,"[7.0, 3.8415904308323636, 1.5553021726140503, -0.541673177568244]",False,227.0437368999701,229.78845510003157,229.78845510003157,231.01171969994903,['space'],1,[0.46036110003478825],3.399035819922574,4.428094620001502,None,1,None,1,,,,,,,,,,,,,tlvjds,001,fr,0,0,2022-05-06_11h58.32.052,Cluster,2022.1.1,36.03090732281718,
