tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_both,Audiogram_none,Audiogram_time,Audiogram_frequency,goodbye_text.started,goodbye_text.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.29022740002256,None,4594.793419988137,0.0,0.00012486547057085194,1,"[0.4928566417688492, 0.4928566417688492, 0.4928566417688492, 0.4928566417688492]","[4216.861507231956, 1956.6987548059885, 1504.5275749074976, 5087.152864466922]",None,"[2.0, 2.85462562250569, 1.2666537820771984, -1.1517555255134466]",False,185.016837400035,187.52682420006022,187.52682420006022,188.73293900000863,['space'],1,2.990533899865113,4.011740999878384,None,1,None,1,[0.48060779995284975],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.06330680008978,None,,,,,"[0.7470601456605362, 0.7470601456605362, 0.7470601456605362, 0.7470601456605362]","[1179.4860068566534, 1767.2322311503417, 2647.8565584171242, 3967.3022200307114]",Perfect_5th,"[4.0, 1.1898294073388112, 8.439616362994943, 3.4589661902529443]",True,190.0555928000249,193.3345018000109,193.3345018000109,194.55399430007674,None,1,4.03327730007004,5.036691100103781,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,8,0,8,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.1165720000863,None,179.73029534263827,0.8003800261654269,0.0003720118896236141,0,"[0.6830576178143155, 0.7313300642382724, 0.5678686637427931, 0.7278330123081717]","[5146.57385547221, 423.30688692181246, 145.17667701758944, 2249.4784507552376]",None,"[-1.6284079652419363, 8.06241833369221, 10.0, 5.0]",False,196.1108234000858,199.12385319999885,199.12385319999885,200.35014670004603,None,0,3.7504084000829607,4.78165010001976,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.92514880001545,None,567.9084325387411,-0.9831009162041934,5.4339090914640544e-05,1,"[0.7682627519843256, 0.7682627519843256, 0.7682627519843256, 0.7682627519843256]","[4165.033827881271, 425.80768963138746, 1255.6867812238177, 858.3647250059415]",None,"[2.0, 8.06241833369221, 3.0, 5.745764438707836]",False,201.9405320000369,205.28825990005862,205.28825990005862,206.49071270006243,['space'],1,4.101207800093107,5.125438000075519,None,1,None,1,[0.6942887998884544],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,10,0,10,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.10208660003264,None,835.0898279692988,-0.31262197611845793,3.797374969164008e-05,1,"[0.45704648626748506, 0.6154758349078104, 0.6758308309426567, 0.531048077219909]","[1325.6224714064076, 1180.9953605139972, 1052.147252811608, 937.356638824741]",Tone,"[2.5476544384013846, 4.0, 5.0, 5.624054758446669]",False,208.11223180009983,210.88973700010683,210.88973700010683,212.10886470007244,['space'],1,3.324208499980159,4.327539199963212,None,1,None,1,[0.5314336998853832],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,11,0,11,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.46211950003635,None,,,,,"[0.4592095004937273, 0.49016367505923275, 0.6405295217995028, 0.7585373369582386]","[3009.77041402611, 3378.353063868697, 3792.0730999823036, 4256.45813914501]",Tone,"[9.136888866253425, 8.0, 5.0, 1.5438401106294783]",True,213.47746680001728,216.09628250007518,216.09628250007518,217.31953550002072,None,1,3.3742846000241116,4.382418900029734,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.88704850000795,None,3550.51671608533,1.0,8.532941927235144e-05,1,"[0.4900537698481797, 0.4900537698481797, 0.4900537698481797, 0.4900537698481797]","[1409.0234925361326, 1775.2583580426651, 2236.685374299763, 2818.0469850722648]",Major_3rd,"[1.8109081932435442, 1.1898294073388112, 5.0, 9.112124997758599]",False,218.8863188000396,221.37099560000934,221.37099560000934,222.59014770004433,['space'],1,3.002771099912934,4.006484899902716,None,1,None,1,[0.5273942998610437],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,13,0,13,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.9155572000891,None,2462.2888266898335,1.0,9.543828998156852e-05,0,"[0.7799359602298677, 0.5360583696035524, 0.5073951135695293, 0.5321122650288487]","[1291.098972652449, 132.9283210892113, 163.3312834375907, 2105.864077560231]",None,"[3.0, 12.0, 7.6093112597021735, 4.0]",False,223.92291520000435,226.77287159999833,226.77287159999833,227.99346260004677,None,0,3.3851464999606833,4.387201299890876,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,14,0,14,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3548261000542,None,378.9291416275994,1.0,9.203306692743987e-05,1,"[0.71732088264275, 0.71732088264275, 0.71732088264275, 0.71732088264275]","[150.37812951026456, 189.46457081379972, 238.71040097760408, 300.75625902052906]",Major_3rd,"[9.0, 6.547681486333655, 9.0, 11.634060966657366]",False,229.4271719000535,232.61619560001418,232.61619560001418,233.82771290000528,['space'],1,3.9066420999588445,4.924980099895038,None,1,None,1,[0.6458714999025688],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,15,0,15,0,,,frequency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.37934500002302,None,378.9291416275994,1.0,9.203306692743987e-05,1,"[0.7556845712668278, 0.4509889356137475, 0.759064390309959, 0.5816777911683915]","[150.37812951026456, 189.46457081379972, 238.71040097760408, 300.75625902052906]",Major_3rd,"[9.0, 6.547681486333655, 9.0, 11.634060966657366]",False,235.39536760002375,238.38210590009112,238.38210590009112,239.58884580002632,['space'],1,3.5685796999605373,4.596898299874738,None,1,None,1,[0.735749299870804],,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0334404000314,None,,,,,"[0.6818609787826077, 0.6818609787826077, 0.6818609787826077, 0.6818609787826077]","[4758.481643825885, 3776.8093835902887, 2997.6555942972955, 2379.2408219129425]",Major_3rd,"[-1.0000000000000009, 5.0, 9.136888866253425, 7.0]",True,241.0235301000066,244.10602020006627,244.10602020006627,245.30663380003534,None,1,3.775165700004436,4.804355900036171,None,1,None,1,,0,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
,,,,0,0,0,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.8547410001047,None,193.737800358316,0.547681486333655,0.000307009562558573,0,"[0.4211199876103091, 0.5873491832199057, 0.5927259556976454, 0.422460524202736]","[361.2112334450854, 536.7169793019741, 348.90889227135744, 1337.6194530911746]",None,"[11.0, 5.407565608342791, 11.008027259455613, 2.5476544384013846]",False,246.87110820005182,249.51218150008935,249.51218150008935,250.7118671000935,None,0,3.064736499800347,4.0668551998678595,None,1,None,1,,,,,,,,,,,,,,ddmfvc,001,fr,0,0,2022-05-05_10h34.05.823,Cluster,2022.1.1,36.51984835093601,
