tTrials.thisRepN,tTrials.thisTrialN,tTrials.thisN,tTrials.thisIndex,blocks.thisRepN,blocks.thisTrialN,blocks.thisN,blocks.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,tStart_text.started,tStart_text.stopped,Prediction,practice_Frequency,practice_Level,practice_Psychopy_Level,practice_isCatchTrial,Practice_trial_detection,practice_Cue_Delays,practice_Cue_Frequencies,practice_Interval,practice_Cue_Intensities,tCue_visual_cue.started,tCue_visual_cue.stopped,tProbe_visual_cue.started,tProbe_visual_cue.stopped,tFeedback.keys,tFeedback.corr,tFeedback.rt,tFeedback.started,tFeedback.stopped,tToo_late.keys,tToo_late.corr,tToo_early.keys,tToo_early.corr,tToo_early.rt,more_instructions.started,more_instructions.stopped,readyy.keys,readyy.rt,readyy.started,readyy.stopped,txt_rhythm.started,txt_rhythm.stopped,sound_1.started,sound_1.stopped,sound_2.started,sound_2.stopped,sound_3.started,sound_3.stopped,sound_4.started,sound_4.stopped,cross.started,cross.stopped,sound_5.started,sound_5.stopped,circle.started,circle.stopped,rhythm_ready.keys,rhythm_ready.rt,rhythm_ready.started,rhythm_ready.stopped,rhytm_ready_txt.started,rhytm_ready_txt.stopped,txt_freq.started,txt_freq.stopped,sound_6.started,sound_6.stopped,sound_7.started,sound_7.stopped,sound_8.started,sound_8.stopped,sound_9.started,sound_9.stopped,cross_2.started,cross_2.stopped,sound_10.started,sound_10.stopped,circle_2.started,circle_2.stopped,freq_ready.keys,freq_ready.rt,freq_ready.started,freq_ready.stopped,freq_ready_txt.started,freq_ready_txt.stopped,txt_freq_2.started,txt_freq_2.stopped,sound_11.started,sound_11.stopped,sound_12.started,sound_12.stopped,sound_13.started,sound_13.stopped,sound_14.started,sound_14.stopped,cross_3.started,cross_3.stopped,sound_15.started,sound_15.stopped,circle_3.started,circle_3.stopped,freq_ready_2.keys,freq_ready_2.rt,freq_ready_2.started,freq_ready_2.stopped,freq_ready_txt_2.started,freq_ready_txt_2.stopped,txt_freq_3.started,txt_freq_3.stopped,sound_16.started,sound_16.stopped,sound_17.started,sound_17.stopped,sound_18.started,sound_18.stopped,sound_19.started,sound_19.stopped,cross_4.started,cross_4.stopped,sound_20.started,sound_20.stopped,circle_4.started,circle_4.stopped,freq_ready_txt_3.started,freq_ready_txt_3.stopped,tStart_text_2.started,tStart_text_2.stopped,this_trial_is.started,this_trial_is.stopped,Frequency,Level,Psychopy_Level,Real trial detection,Cue Delays,Cue Frequencies,Interval,Cue Intensities,Catch trial,cue_visual_cue.started,cue_visual_cue.stopped,probe_visual_cue.started,probe_visual_cue.stopped,feedback.keys,feedback.corr,feedback.started,feedback.stopped,answer_too_late.keys,answer_too_late.corr,answer_too_early.keys,answer_too_early.corr,feedback.rt,Catch trial answer,answer_too_early.rt,Audiogram_time,Audiogram_both,Audiogram_frequency,Audiogram_none,participant,session,Language (english or french),Skip training? (1 for yes),Resume previous experiment,date,expName,psychopyVersion,frameRate,
,,,,0,0,0,0,1,0,1,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.4297109999461,None,353.5533905932738,9.0,0.0002497434789550849,1,"[0.5839441319482171, 0.700367241579983, 0.7560795694114394, 0.40567353605384543]","[1174.2805303493396, 224.0565943998458, 560.3070280328727, 842.7057199123542]",None,"[5.284124547217322, 17.0, 13.0, 7.0]",False,185.06122769997455,188.12784579995787,188.12784579995787,189.3620299999602,['space'],1,3.450560499972198,4.481156299938448,None,1,None,1,[0.5157586000277661],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,2,0,2,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.59324719995493,None,697.3635462989563,3.613931926345404,6.860974390003283e-05,1,"[0.747726587160342, 0.747726587160342, 0.747726587160342, 0.747726587160342]","[211.4208537182348, 249.19488386844037, 1661.1685477021965, 253.0052560046692]",None,"[16.0, 18.617590404467318, 10.0, 19.0]",False,190.61795309995068,193.89870729995891,193.89870729995891,195.1352700999705,['space'],1,4.002755359921139,5.0251112599507906,None,1,None,1,[0.615140000008978],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,3,0,3,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.69590039999457,None,,,,,"[0.6594691095301196, 0.6594691095301196, 0.6594691095301196, 0.6594691095301196]","[913.1615637838072, 1024.9891993221624, 1150.5114761661387, 1291.4054681408845]",Tone,"[6.0, 5.426462069149605, 5.284124547217322, 6.0]",True,196.68389789998764,199.70491029997356,199.70491029997356,200.9411208999809,['space'],0,3.669086559966672,4.704755759972613,None,1,None,1,[0.5003588999970816],0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,4,0,4,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.4356505999458,None,1256.9510749692383,0.0,5.433665220867375e-05,1,"[0.4859434641529914, 0.4859434641529914, 0.4859434641529914, 0.4859434641529914]","[1995.2854586787287, 1777.5972574609382, 1583.6591180417324, 1410.8798782346396]",Tone,"[12.52289804512909, 11.0, 9.0, 7.2981642474797095]",False,202.45348119997652,204.9428938999772,204.9428938999772,206.17513170000166,['space'],1,2.975629759952426,4.012356059916783,None,1,None,1,[0.7855349999736063],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,5,0,5,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.52455249999184,None,353.5533905932738,9.0,0.0002497434789550849,1,"[0.41963619554048975, 0.41963619554048975, 0.41963619554048975, 0.41963619554048975]","[335.3544514229928, 3797.295763502801, 698.286118449625, 1949.3127805797828]",None,"[20.80204783270314, 17.0, 9.613931926345405, 12.0]",False,207.5415829999838,209.8158341999515,209.8158341999515,211.0469481999753,['space'],1,2.7109009799314663,3.74272077990463,None,1,None,1,[0.6157768000266515],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,6,0,6,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.32710779999616,None,519.8494537243505,8.0,0.0001716828553299767,1,"[0.4290300122375509, 0.4290300122375509, 0.4290300122375509, 0.4290300122375509]","[2021.3806897455524, 5529.104600723217, 1146.0867948307707, 1514.1735407024155]",None,"[12.52289804512909, 9.0, 5.284124547217322, 8.3344877233999]",False,212.3363084999728,214.6553881999571,214.6553881999571,215.88583499996457,['space'],1,2.739490459964145,3.769985659921076,None,1,None,1,[0.6254537999629974],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,7,0,7,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.17060499999207,None,,,,,"[0.7610570063802452, 0.7610570063802452, 0.7610570063802452, 0.7610570063802452]","[357.0694926375827, 449.8793700493728, 566.81248823865, 714.1389852751653]",Major_3rd,"[20.0, 16.0, 12.355327238191471, 9.613931926345405]",True,217.1777392999502,220.49719909997657,220.49719909997657,221.73229009995703,['space'],0,4.077164259913843,5.104836359911133,None,1,None,1,[0.6702704000053927],0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,8,0,8,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.3383280999842,None,176.7766952966369,15.0,0.0019683126003941904,1,"[0.6049708136220099, 0.6049708136220099, 0.6049708136220099, 0.6049708136220099]","[363.41578181363167, 1357.9759564813405, 407.8153045295107, 584.7530571702046]",None,"[20.0, 7.0, 17.88825572092145, 12.0]",False,223.3648009999888,226.20050479995552,226.20050479995552,227.43698559998302,['space'],1,3.43727527995361,4.467243879917078,None,1,None,1,[0.4298358999658376],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,9,0,9,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.8771988999797,None,172.08424238847257,8.126603313503237,0.0009356799197568565,0,"[0.4996331915877346, 0.4996331915877346, 0.4996331915877346, 0.4996331915877346]","[772.898172710768, 4122.651702659084, 1587.218948597037, 716.8550502968876]",None,"[8.622515359074454, 16.0, 9.0, 9.613931926345405]",False,228.884743099974,231.40260989998933,231.40260989998933,232.64115829998627,None,0,3.00902535993373,4.042338659928646,None,1,None,1,,,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,10,0,10,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.99014599999646,None,8000.0,2.0,0.0002285440948074376,1,"[0.41221245944264834, 0.41221245944264834, 0.41221245944264834, 0.41221245944264834]","[376.6110779014642, 592.917888403728, 421.6918957977838, 1872.1471352587946]",None,"[19.12277952867055, 12.0, 17.0, 11.536491143744154]",False,234.66979889996583,236.93202659999952,236.93202659999952,238.14733809995232,['space'],1,2.6611095399130136,3.666569439927116,None,1,['space'],0,[0.367407199984882],,[-3.908060399990063],,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,11,0,11,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.38279479998164,None,1976.2448463189155,6.5228980451290886,0.00015625830570828878,1,"[0.42992523524299686, 0.42992523524299686, 0.42992523524299686, 0.42992523524299686]","[2817.5750752707418, 7128.256689835996, 423.2059303249241, 2752.119331023495]",None,"[16.81325778338057, 3.0, 17.0, 16.81325778338057]",False,239.37735460000113,241.68463239999255,241.68463239999255,242.8980563999503,['space'],1,2.7449272599769756,3.7728411599528044,None,1,None,1,[0.5898435999988578],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,12,0,12,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.20354959997348,None,,,,,"[0.5626881938055267, 0.5626881938055267, 0.5626881938055267, 0.5626881938055267]","[230.68962353169007, 290.6507126799, 366.1969510723527, 461.3792470633801]",Major_3rd,"[17.0, 20.633006653856143, 20.0, 15.372550712580114]",True,244.1931652999483,246.9212397999945,246.9212397999945,248.1211345999618,None,1,3.2763671599677764,4.296011159953196,None,1,None,1,,0,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,13,0,13,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.53087969997432,None,353.5533905932738,9.0,0.0002497434789550849,1,"[0.45152798132553773, 0.45152798132553773, 0.45152798132553773, 0.45152798132553773]","[1781.7974362806788, 1189.2071150027211, 793.7005259840998, 529.7315471796477]",Perfect_5th,"[11.0, 5.284124547217322, 8.0, 13.265893656062651]",False,249.6045062999474,251.97220619994914,251.97220619994914,253.1863369999919,['space'],1,2.821162319916766,3.8431518199504353,None,1,None,1,[0.741404100030195],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,14,0,14,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.4819778999663,None,1303.9059902552358,0.3909938402499131,5.561908379209044e-05,0,"[0.650258782167902, 0.7502383563044012, 0.5711843372022372, 0.654203280074614]","[445.3345941904228, 5611.4682779090745, 5346.846613008614, 418.07114657587147]",None,"[16.0, 9.0, 10.0, 17.0]",False,254.4971606999752,257.48119799996493,257.48119799996493,258.6885188999586,None,0,3.649631859967485,4.674697659967933,None,1,None,1,,,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,15,0,15,0,,,time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.22496909997426,None,5278.031643091578,7.0,0.00031900269775884976,1,"[0.506649658395927, 0.506649658395927, 0.506649658395927, 0.506649658395927]","[474.290617738884, 1547.8319968944606, 1697.2505600442732, 7710.392391740396]",None,"[15.0, 8.3344877233999, 10.0, 2.0]",False,260.2277882999624,262.7913583999616,262.7913583999616,263.9978033999796,['space'],1,3.0752143799327314,4.095273579936475,None,1,None,1,[0.29946780001046136],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,16,0,16,0,,,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.3569900000002,None,700.7266909258194,3.613931926345404,6.816264296912952e-05,1,"[0.6621817099466377, 0.6621817099466377, 0.6621817099466377, 0.6621817099466377]","[139.04178578973014, 208.32729163032428, 312.1382553562671, 467.67895696423574]",Perfect_5th,"[15.327392786078, 15.0, 20.98075289920411, 15.372550712580114]",False,265.35145550000016,268.3709842999815,268.3709842999815,269.60111479996704,['space'],1,3.660853759967722,4.6742350599961355,None,1,None,1,[0.7213625999866053],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
,,,,0,0,0,0,17,0,17,0,,,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.08012199995574,None,176.7766952966369,15.0,0.0019683126003941904,1,"[0.4980661057679746, 0.6509568985369856, 0.611443167952586, 0.5008111712688721]","[127.97283227781755, 5296.800367431437, 244.03453857954457, 1146.7874293443494]",None,"[16.304623667533402, 10.594403300340517, 18.0, 5.284124547217322]",False,271.11065579997376,273.8917666999623,273.8917666999623,275.1158400999848,['space'],1,3.284307279973291,4.297334279981442,None,1,None,1,[0.4028447999735363],,,,,,,regvnx,001,fr,0,0,2022-04-28_15h48.55.640,Cluster,2022.1.1,36.190527198261876,
